artist|song|spotify_id|song_id
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOTRFFL12A8C133817
Jason Mraz|The Remedy (I Won't Worry)|4tK4ARuilOrBzwVQK73E0Y|SOTVJEN12A8C13B064
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOTVLQY12A58A798C2
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOTWNDJ12A8C143984
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOTWSXL12A8C143349
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOTXDCY12AF729A39B
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOUCCAP12A6701FAE6
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOUCKDH12A8C138FF5
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOUCMUI12AB018C0C6
Florence + The Machine|My Boy Builds Coffins|1KxcbEY0asYVMR043MjZWq|SOUCPBK12A58A7881A
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOUFPNI12A8C142D19
Tub Ring|Invalid|75cTfyv2XauL07tPoXQFlf|SOUFTBI12AB0183F65
Mother Mother|Wrecking Ball|1HAf3HYLNGt8rjYKYpmZlb|SOUINTM12AB01840DF
Rise Against|Savior|0M5YQrXwslnrJETjpghqt6|SOUJVIT12A8C1451C1
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOUKJBT12A6701C4D6
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOUKXIN12A8C133C7F
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOULHTS12A6D4FAE9C
B.o.B|Nothin' On You (feat. Bruno Mars)|720gUTVPALoSa9jxrEJ5Im|SOULTKQ12AB018A183
Future Rock|Gears|1pAGL0Z5YZ3sZwZ0pXUPLt|SOUNJIO12AB0181339
Ron Carter|I CAN'T GET STARTED|5opFNCjclGb6PTQnvG9z7X|SOUNZHU12A8AE47481
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOUOEMP12A8C13866E
Metric|Gold Guns Girls|4ftEC8EG6VbxFJFDAMdzZX|SOUOPLF12AB017F40F
Michael Franti|A Little Bit Of Riddim|208MukjekJlseNHopK04gI|SOUOSVR12A8C137061
311|Jackolantern's Weather|6gFQLF0p7BTexlV21rabGx|SOUPTRI12A8AE453D4
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOUSMXX12AB0185C24
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOUSZSW12AB01800C2
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOUVTSM12AC468F6A7
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOUZUFC12A8C14222C
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOVDLZN12AB0185BEA
The Pussycat Dolls|I'm Done|1H8fMGS0Q339b1Vv26yMhQ|SOVDYZE12A58A7AA62
La Roux|Quicksand (Standard Version)|7tJEz1dvnnO1hpfTLsp6HK|SOVJUBO12AB017E7D8
Daft Punk|Aerodynamic (Daft Punk Remix)|37YWwmlRl1GonSwjRuOiEq|SOVOOSP12A6310F1AC
Miley Cyrus|Party In The U.S.A.|30Xknf1q1rULa1lMfE34JJ|SOVWADY12AB0189C63
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOVWBYM12A6D4F8A22
Train|Drops of Jupiter|23rc0FT9mCa12LjYSeDXlW|SOVXBOT12A8C136816
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOVYNVS12AC3DF64AB
Future Loop Foundation|What's Your Name|4CD1pkP32OTgXw0dPkFyeS|SOVZHYS12A8C14663F
CSS|Beautiful Song|133ZeS1kxjDCqEKUaWbx3G|SOWAHSY12A8AE48253
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOWBNGK12A8C143932
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOWCBKV12AC90732A6
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOWCKVR12A8C142411
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOWEJXA12A6701C574
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOWGCMN12A8C136E44
Kings of Leon|King Of The Rodeo|5cmNjOISyMYIVjBsGIK44H|SOWGIBZ12A8C136A2E
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOWGXOP12A6701E93A
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOWKQYL12AB0183B15
MGMT|Time to Pretend|1U0mXbREaTeDN7alQ3D3RE|SOWOMMY127F8096DF9
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOWPASM12A8C142B88
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOWRREB12A6D4FA7CB
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOWRTJD12A8C132704
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOWUZVU12A6D4F914D
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOWYYUQ12A6701D68D
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOXAQJS12AB018CBF7
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOXDJEK12A8C13D248
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOXFPND12AB017C9D1
Lady Gaga|Speechless|2PjDWdGvvbLQfRRTQIZPmv|SOXGQEM12AB0181D35
Beastie Boys|Unite (2009 Digital Remaster)|7pvIfNAnmq0z8QlewNf0kh|SOXLOQG12AF72A2D55
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOXNCNQ12A67ADE66F
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOXNZOW12AB017F756
Röyksopp|Happy Up Here|0Td2SwSs757UQ8zQ9EnZYY|SOXNZUH12AB018393F
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOXPFLM12A8AE48C50
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOXQROF12AB0186B1D
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOXQYSC12A6310E908
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOXVVSM12A8C142224
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOXWYZP12AF72A42A6
Amity in Fame|Relegate the Judge|1KS2cOycRT51MH7LXnBDq0|SOXZSEH12AC468CABB
Kings of Leon|Be Somebody|0MjMB0xacnWquVTvWLJWZV|SOYDTRQ12AF72A3D61
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOYGHOJ12A6701FFBA
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOYGKNI12AB0187E6E
Jack Johnson|Posters|2cqsbFthTXxWPNveKQmXk7|SOYIJIL12A6701F1C1
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOYMIMI12AB0181E5C
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOYOMRA12A6D4F9975
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOYSADG12A8AE47F2C
Crystal Castles|Courtship Dating|1MqTfbSz56yfmS7TixZXTq|SOYZKVX12A8C13A181
Lily Allen|Cheryl Tweedy|2S9mBQPywno5qCYjn2uCBw|SOZARJQ12A6D4F66CE
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOZBZSY12A6D4FA404
The Runaways|Born To Be Bad|1BFsZ5rgrgFQbKgmxXKgHj|SOZDBTR12AF72A0756
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOZDGEW12A8C13E748
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOZEETS12AC9071BD3
!ERR: No artist name found|!ERR: No song name found|!ERR: No Spotify Track ID Found|SOZOIUU12A67ADFA39
Vetiver|More of This|5qy7XxkLfxkpW3EbS00pYa|SOZOVSN12AB017C19E
The Killers|When You Were Young|1aadO9bdRZXDGtu5LxUOX1|SOZVCRW12A67ADA0B7
Phoenix|Lasso|75uPDEpN4FEwrcIMljH2oT|SOZVUCT12A8C1424BE
