file,artist,album,track,genres,selected_for
004247.mp3,Steve Wynn,Live at WFMU on Joe Belock's Show on 7/19/2001,band intros and interview,['Rock'; 'Interview'],Interview
004251.mp3,Steve Wynn,Live at WFMU on Joe Belock's Show on 7/19/2001,talking about the Box Tops,['Rock'; 'Interview'],Interview
004253.mp3,Steve Wynn,Live at WFMU on Joe Belock's Show on 7/19/2001,talking about Rhino Records,['Rock'; 'Interview'],Interview
004256.mp3,Steve Wynn,Live at WFMU on Joe Belock's Show on 7/19/2001,banter,['Rock'; 'Interview'],Interview
004258.mp3,Steve Wynn,Live at WFMU on Joe Belock's Show on 7/19/2001,thank yous and outro,['Rock'; 'Interview'],Interview
004442.mp3,Tom Carter,Airborne Event (5.11.2003),interview with Tom Carter,['Interview'],Interview
004470.mp3,Urinals,Live at WFMU on Terre T's Show on 10/18/2008,Interview,['Interview'],Interview
008568.mp3,Steve Wynn,Live at WFMU on Joe Belock's Show on 7/24/2008,Steve & Joe talk about earthquakes; blizzards; Slovenian music; & Chris Eckman,['Rock'; 'Interview'],Interview
008569.mp3,Steve Wynn,Live at WFMU on Joe Belock's Show on 7/24/2008,Steve & Joe discuss the new album; Miracle 3; Steve's numerous projects,['Rock'; 'Interview'],Interview
008570.mp3,Steve Wynn,Live at WFMU on Joe Belock's Show on 7/24/2008,Steve & Joe talk about Kirk Swan of Dump Truck and the wonders of the Internets,['Rock'; 'Interview'],Interview
008571.mp3,Steve Wynn,Live at WFMU on Joe Belock's Show on 7/24/2008,Steve & Joe talk about Eastern European wedding songs & Bob Dylan,['Rock'; 'Interview'],Interview
008572.mp3,Steve Wynn,Live at WFMU on Joe Belock's Show on 7/24/2008,Steve & Joe talk about the Baseball Project,['Rock'; 'Interview'],Interview
008573.mp3,Steve Wynn,Live at WFMU on Joe Belock's Show on 7/24/2008,Steve & Joe talk baseball; Jack McDowell's indie rock days; & the smooth jazz guitar stylings of Bernie Williams,['Rock'; 'Interview'],Interview
008574.mp3,Steve Wynn,Live at WFMU on Joe Belock's Show on 7/24/2008,Steve & Joe talk about Scott McCaughey & a Yankees/Dodgers World Series showdown,['Rock'; 'Interview'],Interview
009953.mp3,Ophir Ilzetzki,An Hour,An Hour with Adam Weisser,['Avant-Garde'; 'Experimental'; 'Electroacoustic'; 'Interview'],Interview
009955.mp3,Ophir Ilzetzki,An Hour,An Hour with Dganit Elyakim,['Avant-Garde'; 'Experimental'; 'Electroacoustic'; 'Interview'],Interview
009977.mp3,Ophir Ilzetzki,An Hour,An Hour with Arie Shapira,['Avant-Garde'; 'Experimental'; 'Electroacoustic'; 'Interview'],Interview
012594.mp3,Absu,Live at WFMU/Aquarius SXSW showcase 2009,(part 8),['Black-Metal'],Black-Metal
012595.mp3,Absu,Live at WFMU/Aquarius SXSW showcase 2009,(intro),['Black-Metal'],Black-Metal
012596.mp3,Absu,Live at WFMU/Aquarius SXSW showcase 2009,(part 2),['Black-Metal'],Black-Metal
012597.mp3,Absu,Live at WFMU/Aquarius SXSW showcase 2009,(part 3),['Black-Metal'],Black-Metal
012598.mp3,Absu,Live at WFMU/Aquarius SXSW showcase 2009,(part 4),['Black-Metal'],Black-Metal
012599.mp3,Absu,Live at WFMU/Aquarius SXSW showcase 2009,(part 5),['Black-Metal'],Black-Metal
012600.mp3,Absu,Live at WFMU/Aquarius SXSW showcase 2009,(part 6),['Black-Metal'],Black-Metal
012601.mp3,Absu,Live at WFMU/Aquarius SXSW showcase 2009,(part 7),['Black-Metal'],Black-Metal
016209.mp3,Bad Statistics,Static,Excerpt 2,['Black-Metal'],Black-Metal
016210.mp3,Bad Statistics,Static,Excerpt 1,['Black-Metal'],Black-Metal
017735.mp3,Liturgy,Renihilation,Ecstatic Rite,['Black-Metal'],Black-Metal
018695.mp3,National Grid,Mar'dcore,Thirsty and Miserable,['Avant-Garde'; 'Electronic'; 'Noise'; 'Experimental'; 'Electroacoustic'; 'Drone'; 'Ambient'; 'Hardcore'; 'Unclassifiable'; 'Black-Metal'; 'Minimal Electronic'],Black-Metal
018696.mp3,National Grid,Mar'dcore,Don't Need It,['Avant-Garde'; 'Electronic'; 'Noise'; 'Experimental'; 'Electroacoustic'; 'Drone'; 'Ambient'; 'Hardcore'; 'Unclassifiable'; 'Black-Metal'; 'Minimal Electronic'],Black-Metal
018697.mp3,National Grid,Mar'dcore,Memories of Tomorrow,['Avant-Garde'; 'Electronic'; 'Noise'; 'Experimental'; 'Electroacoustic'; 'Drone'; 'Ambient'; 'Hardcore'; 'Unclassifiable'; 'Black-Metal'; 'Minimal Electronic'],Black-Metal
018698.mp3,National Grid,Mar'dcore,Paranoid Chant,['Avant-Garde'; 'Electronic'; 'Noise'; 'Experimental'; 'Electroacoustic'; 'Drone'; 'Ambient'; 'Hardcore'; 'Unclassifiable'; 'Black-Metal'; 'Minimal Electronic'],Black-Metal
019790.mp3,Liturgy,Live on My Castle of Quiet; 14th October 2009,Mysterium,['Progressive'; 'Black-Metal'],Black-Metal
019791.mp3,Liturgy,Live on My Castle of Quiet; 14th October 2009,Ecstatic Rite,['Progressive'; 'Black-Metal'],Black-Metal
019792.mp3,Liturgy,Live on My Castle of Quiet; 14th October 2009,untitled chant-Behind the Void,['Progressive'; 'Black-Metal'],Black-Metal
019793.mp3,Liturgy,Live on My Castle of Quiet; 14th October 2009,Arctica,['Progressive'; 'Black-Metal'],Black-Metal
019794.mp3,Liturgy,Live on My Castle of Quiet; 14th October 2009,Renihilation,['Progressive'; 'Black-Metal'],Black-Metal
004232.mp3,The Sounds of Taraab,Live at WFMU on Rob Weisberg's Show on 4/7/2007,Bowmazan Ya Mahaba  Bi Kidude song ,['African'; 'Middle East'],Middle East
004233.mp3,The Sounds of Taraab,Live at WFMU on Rob Weisberg's Show on 4/7/2007,Interview,['African'; 'Middle East'],Middle East
004234.mp3,The Sounds of Taraab,Live at WFMU on Rob Weisberg's Show on 4/7/2007,Mapenzi Matamu,['African'; 'Middle East'],Middle East
004235.mp3,The Sounds of Taraab,Live at WFMU on Rob Weisberg's Show on 4/7/2007,Kanilemaza  Ikhwani Safaa,['African'; 'Middle East'],Middle East
004236.mp3,The Sounds of Taraab,Live at WFMU on Rob Weisberg's Show on 4/7/2007,Enyi Wana Damu  Sharmila and Black Star Orchestra,['African'; 'Middle East'],Middle East
004237.mp3,The Sounds of Taraab,Live at WFMU on Rob Weisberg's Show on 4/7/2007,Lala Mpenzi Lala,['African'; 'Middle East'],Middle East
004238.mp3,The Sounds of Taraab,Live at WFMU on Rob Weisberg's Show on 4/7/2007,Unalo,['African'; 'Middle East'],Middle East
004239.mp3,The Sounds of Taraab,Live at WFMU on Rob Weisberg's Show on 4/7/2007,Shishituki,['African'; 'Middle East'],Middle East
004240.mp3,The Sounds of Taraab,Live at WFMU on Rob Weisberg's Show on 4/7/2007,Live at WFMU (Full set),['African'; 'Middle East'],Middle East
004846.mp3,Mamak Khadem,Live at WFMU on Rob Weisberg's Show on 10/4/2008,Bistoon,['Middle East'],Middle East
004847.mp3,Mamak Khadem,Live at WFMU on Rob Weisberg's Show on 10/4/2008,explanation of the song "Avareh",['Middle East'],Middle East
004848.mp3,Mamak Khadem,Live at WFMU on Rob Weisberg's Show on 10/4/2008,(introduction),['Middle East'],Middle East
004849.mp3,Mamak Khadem,Live at WFMU on Rob Weisberg's Show on 10/4/2008,Avareh,['Middle East'],Middle East
005397.mp3,Hayvanlar Alemi,Demolar 2007-2008,Pancarların Dansı,['International'; 'Psych-Folk'; 'Psych-Rock'; 'Middle East'],Middle East
005400.mp3,Hayvanlar Alemi,Demolar 2007-2008,Gökte Güller Açıyor,['Psych-Rock'; 'Middle East'],Middle East
006333.mp3,Scott Wilson & Efendi,Scott Wilson & Efendi Live on WFMU from the 2009 Golden Festival in NYC,track 01,['International'; 'Middle East'; 'Balkan'],Middle East
006342.mp3,Zikrayat,Zikrayat Live on WFMU from the 2009 Golden Festival in NYC,Doulab Nahawand Murassaa,['International'; 'Middle East'],Middle East
006360.mp3,Orkestra Keyif,Keyif Live on WFMU from the 2009 Golden Festival in NYC,Sabah Sabah Seyredelim Yaliyi,['International'; 'Middle East'; 'Balkan'],Middle East
006363.mp3,Scott Wilson & Efendi,Scott Wilson & Efendi Live on WFMU from the 2009 Golden Festival in NYC,track 02,['International'; 'Middle East'; 'Balkan'],Middle East
006366.mp3,Zikrayat,Zikrayat Live on WFMU from the 2009 Golden Festival in NYC,Taheya,['International'; 'Middle East'],Middle East
005025.mp3,Aristodemo Giorgini,Edison Amberol: 30032,Pescatori di Perle. Mi par dudir ancora [Pêcheurs de perles. Je crois entendre encore,['Old-Time / Historic'; 'Opera'],Opera
021460.mp3,Andrew Christopher Smith,Sympathies,Biology I,['Avant-Garde'; 'Classical'; 'Composed Music'; 'Opera'],Opera
021461.mp3,Andrew Christopher Smith,Sympathies,Biology II,['Avant-Garde'; 'Classical'; 'Composed Music'; 'Opera'],Opera
021462.mp3,Andrew Christopher Smith,Sympathies,Genealogy II,['Avant-Garde'; 'Classical'; 'Composed Music'; 'Opera'],Opera
021463.mp3,Andrew Christopher Smith,Sympathies,Eschatology II,['Avant-Garde'; 'Classical'; 'Composed Music'; 'Opera'],Opera
022427.mp3,Andrew Christopher Smith,Sympathies,Biology I,['Avant-Garde'; 'Classical'; 'Experimental'; 'Opera'],Opera
022429.mp3,Andrew Christopher Smith,Sympathies,Genealogy II,['Avant-Garde'; 'Classical'; 'Experimental'; 'Opera'],Opera
022431.mp3,Andrew Christopher Smith,Sympathies,Eschatology II,['Avant-Garde'; 'Classical'; 'Experimental'; 'Opera'],Opera
024714.mp3,Andrew Christopher Smith,Cryptozoology,night after [interlude],['Avant-Garde'; 'Classical'; 'Experimental'; 'Opera'],Opera
026492.mp3,Ergo Phizmiz & Friends,The Faust Cycle [Portion 02],The Faust Cycle [Portion 02],['Polka'; 'Spoken Weird'; 'Sound Collage'; 'Opera'],Opera
026493.mp3,Ergo Phizmiz & Friends,The Faust Cycle [Portion 03],The Faust Cycle [Portion 03],['Polka'; 'Spoken Weird'; 'Sound Collage'; 'Opera'],Opera
026494.mp3,Ergo Phizmiz & Friends,The Faust Cycle [Portion 04],The Faust Cycle [Portion 04],['Polka'; 'Spoken Weird'; 'Sound Collage'; 'Opera'],Opera
026495.mp3,Ergo Phizmiz & Friends,The Faust Cycle [Portion 06],The Faust Cycle [Portion 06],['Polka'; 'Spoken Weird'; 'Sound Collage'; 'Opera'],Opera
026496.mp3,Ergo Phizmiz & Friends,The Faust Cycle [Portion 07],The Faust Cycle [Portion 07],['Polka'; 'Spoken Weird'; 'Sound Collage'; 'Opera'],Opera
026497.mp3,Ergo Phizmiz & Friends,The Faust Cycle [Portion 08],The Faust Cycle  [Portion 08],['Polka'; 'Spoken Weird'; 'Sound Collage'; 'Opera'],Opera
026498.mp3,Ergo Phizmiz & Friends,The Faust Cycle [Portion 09],The Faust Cycle [Portion 09],['Polka'; 'Spoken Weird'; 'Sound Collage'; 'Opera'],Opera
026499.mp3,Ergo Phizmiz & Friends,The Faust Cycle [Portion 10],The Faust Cycle [Portion 10],['Polka'; 'Spoken Weird'; 'Sound Collage'; 'Opera'],Opera
026500.mp3,Ergo Phizmiz & Friends,The Faust Cycle [Portion 11],The Faust Cycle [Portion 11],['Polka'; 'Spoken Weird'; 'Sound Collage'; 'Opera'],Opera
026515.mp3,Ergo Phizmiz & Friends,The Faust Cycle [Portion 12],The Faust Cycle [Portion 12],['Polka'; 'Spoken Weird'; 'Sound Collage'; 'Opera'],Opera
026536.mp3,Ergo Phizmiz & Friends,The Faust Cycle [Portion 05],The Faust Cycle  [Portion 05],['Polka'; 'Spoken Weird'; 'Sound Collage'; 'Opera'],Opera
009400.mp3,Alessi,live on dublab 07.30.07,live dublab "sprout session" (07.30.07),['British Folk'],British Folk
010471.mp3,Thee Moths,Phoning It In 05/19/05,A Small Glass Ghost Part 2,['Folk'; 'Lo-Fi'; 'British Folk'; 'Musique Concrete'],British Folk
010472.mp3,Thee Moths,Phoning It In 05/19/05,Universe Prayer,['Folk'; 'Lo-Fi'; 'British Folk'; 'Musique Concrete'],British Folk
010473.mp3,Thee Moths,Phoning It In 05/19/05,This Is My Time,['Folk'; 'Lo-Fi'; 'British Folk'; 'Musique Concrete'],British Folk
010474.mp3,Thee Moths,Phoning It In 05/19/05,Shallow Blue Ocean,['Folk'; 'Lo-Fi'; 'British Folk'; 'Musique Concrete'],British Folk
010475.mp3,Thee Moths,Phoning It In 05/19/05,Land Ho!,['Folk'; 'Lo-Fi'; 'British Folk'; 'Musique Concrete'],British Folk
010476.mp3,Thee Moths,Phoning It In 05/19/05,Don't Let The Crows Take Your Sight,['Folk'; 'Lo-Fi'; 'British Folk'; 'Musique Concrete'],British Folk
010477.mp3,Thee Moths,Phoning It In 05/19/05,Do Not Be Ashamed,['Folk'; 'Lo-Fi'; 'British Folk'; 'Musique Concrete'],British Folk
010478.mp3,Thee Moths,Phoning It In 05/19/05,As The Fletcher Makes Straight His Arrow/(A Thing),['Folk'; 'Lo-Fi'; 'British Folk'; 'Musique Concrete'],British Folk
010479.mp3,Thee Moths,Phoning It In 05/19/05,Alex vs. The Universe,['Folk'; 'Lo-Fi'; 'British Folk'; 'Musique Concrete'],British Folk
010489.mp3,Thee Moths,Phoning It In 05/19/05,Phoning It In 05/19/05,['Folk'; 'Lo-Fi'; 'British Folk'; 'Musique Concrete'],British Folk
010613.mp3,Billy Childish,Phoning It In 06/15/05,John The Revelator [traditional],['Blues'; 'Folk'; 'Lo-Fi'; 'British Folk'],British Folk
010614.mp3,Billy Childish,Phoning It In 06/15/05,The Bold Fusilier [traditional],['Blues'; 'Folk'; 'Lo-Fi'; 'British Folk'],British Folk
010615.mp3,Billy Childish,Phoning It In 06/15/05,A To Z Of Your Heart,['Blues'; 'Folk'; 'Lo-Fi'; 'British Folk'],British Folk
010616.mp3,Billy Childish,Phoning It In 06/15/05,You Make Me Die,['Blues'; 'Folk'; 'Lo-Fi'; 'British Folk'],British Folk
010617.mp3,Billy Childish,Phoning It In 06/15/05,Baby Please Don't Go [traditional],['Blues'; 'Folk'; 'Lo-Fi'; 'British Folk'],British Folk
010618.mp3,Billy Childish,Phoning It In 06/15/05,I Remember,['Blues'; 'Folk'; 'Lo-Fi'; 'British Folk'],British Folk
010619.mp3,Billy Childish,Phoning It In 06/15/05,Keep Your Lamp Trimmed And Burning [traditional],['Blues'; 'Folk'; 'Lo-Fi'; 'British Folk'],British Folk
017410.mp3,Billy Bragg,Live at WFMU on Irene Trudel's Show on 3/13/2006,Greetings to the New Brunette,['Rock'; 'British Folk'],British Folk
017411.mp3,Billy Bragg,Live at WFMU on Irene Trudel's Show on 3/13/2006,Way Down Yonder In A Minor Key,['Rock'; 'British Folk'],British Folk
004853.mp3,The Conet Project,The Conet Project,nnn french,['Field Recordings'; 'Radio'],Radio
004854.mp3,The Conet Project,The Conet Project,moscow coup attempt,['Field Recordings'; 'Radio'],Radio
004855.mp3,The Conet Project,The Conet Project,the russian man d-va northern russian voice,['Field Recordings'; 'Radio'],Radio
004856.mp3,The Conet Project,The Conet Project,hier ist dfc seben und dreizig,['Field Recordings'; 'Radio'],Radio
004857.mp3,The Conet Project,The Conet Project,high pitch polytone,['Field Recordings'; 'Radio'],Radio
004858.mp3,The Conet Project,The Conet Project,bugle,['Field Recordings'; 'Radio'],Radio
004859.mp3,The Conet Project,The Conet Project,english man,['Field Recordings'; 'Radio'],Radio
004860.mp3,The Conet Project,The Conet Project,ready ready 15728,['Field Recordings'; 'Radio'],Radio
004861.mp3,The Conet Project,The Conet Project,russian man,['Field Recordings'; 'Radio'],Radio
004862.mp3,The Conet Project,The Conet Project,a,['Field Recordings'; 'Radio'],Radio
004863.mp3,The Conet Project,The Conet Project,m3,['Field Recordings'; 'Radio'],Radio
004864.mp3,The Conet Project,The Conet Project,english lady,['Field Recordings'; 'Radio'],Radio
004865.mp3,The Conet Project,The Conet Project,konec konec,['Field Recordings'; 'Radio'],Radio
004866.mp3,The Conet Project,The Conet Project,russian man complete,['Field Recordings'; 'Radio'],Radio
004867.mp3,The Conet Project,The Conet Project,iran iraq jamming efficacy testting,['Field Recordings'; 'Radio'],Radio
004868.mp3,The Conet Project,The Conet Project,counting control,['Field Recordings'; 'Radio'],Radio
004869.mp3,The Conet Project,The Conet Project,1-10 announcement,['Field Recordings'; 'Radio'],Radio
004870.mp3,The Conet Project,The Conet Project,preska,['Field Recordings'; 'Radio'],Radio
004871.mp3,The Conet Project,The Conet Project,nomer 198,['Field Recordings'; 'Radio'],Radio
004872.mp3,The Conet Project,The Conet Project,high pitch polytone,['Field Recordings'; 'Radio'],Radio
031474.mp3,The New Heaven and The New Earth,Live at WFMU on Gateway to Joy with Donna; 5/24/10,Dry Stalk,['Pop'; 'Chamber Music'],Chamber Music
031475.mp3,The New Heaven and The New Earth,Live at WFMU on Gateway to Joy with Donna; 5/24/10,I Live in The Trees,['Pop'; 'Chamber Music'],Chamber Music
031476.mp3,The New Heaven and The New Earth,Live at WFMU on Gateway to Joy with Donna; 5/24/10,Noah,['Pop'; 'Chamber Music'],Chamber Music
031477.mp3,The New Heaven and The New Earth,Live at WFMU on Gateway to Joy with Donna; 5/24/10,Santa Muerte,['Pop'; 'Chamber Music'],Chamber Music
031478.mp3,The New Heaven and The New Earth,Live at WFMU on Gateway to Joy with Donna; 5/24/10,St. Francis,['Pop'; 'Chamber Music'],Chamber Music
031479.mp3,The New Heaven and The New Earth,Live at WFMU on Gateway to Joy with Donna; 5/24/10,St. Valentine,['Pop'; 'Chamber Music'],Chamber Music
031480.mp3,The New Heaven and The New Earth,Live at WFMU on Gateway to Joy with Donna; 5/24/10,The Book of Floating,['Pop'; 'Chamber Music'],Chamber Music
031481.mp3,The New Heaven and The New Earth,Live at WFMU on Gateway to Joy with Donna; 5/24/10,The Word Ephemeral,['Pop'; 'Chamber Music'],Chamber Music
048522.mp3,Extra Life,Splayed Flesh Remix EP,Head Shrinker (Tyondai Braxton remix),['Post-Rock'; 'Progressive'; 'Chamber Music'],Chamber Music
048523.mp3,Extra Life,Splayed Flesh Remix EP,Made Flesh (Justin K Broadrick remix),['Post-Rock'; 'Progressive'; 'Chamber Music'],Chamber Music
053291.mp3,Rebecca Foon,Live At CKUT on Montreal Sessions,White Throated Sparrow,['Experimental Pop'; 'Chamber Music'],Chamber Music
053292.mp3,Rebecca Foon,Live At CKUT on Montreal Sessions,Hearts Mend [Prelude],['Experimental Pop'; 'Chamber Music'],Chamber Music
053293.mp3,Rebecca Foon,Live At CKUT on Montreal Sessions,Sunsets And Rockers,['Experimental Pop'; 'Chamber Music'],Chamber Music
053295.mp3,Rebecca Foon,Live At CKUT on Montreal Sessions,Golden Alley Reprise,['Experimental Pop'; 'Chamber Music'],Chamber Music
059750.mp3,Jared C. Balogh,Remember; Mourn; Rejoice,REMEMBER; MOURN; REJOICE,['Avant-Garde'; 'Jazz'; 'Classical'; 'Experimental'; 'Composed Music'; 'Chamber Music'],Chamber Music
059775.mp3,Jared C. Balogh,Revitalized Eyes,CALMING ELEGANCE,['Avant-Garde'; 'Jazz'; 'Classical'; 'Experimental'; 'Composed Music'; 'Chamber Music'],Chamber Music
059776.mp3,Jared C. Balogh,Revitalized Eyes,CHAOTIC BEAUTY,['Avant-Garde'; 'Jazz'; 'Classical'; 'Experimental'; 'Composed Music'; 'Chamber Music'],Chamber Music
059777.mp3,Jared C. Balogh,Revitalized Eyes,COPING AND PROGRESSING,['Avant-Garde'; 'Jazz'; 'Classical'; 'Experimental'; 'Composed Music'; 'Chamber Music'],Chamber Music
059778.mp3,Jared C. Balogh,Revitalized Eyes,DEEP DUAL LOVE,['Avant-Garde'; 'Jazz'; 'Classical'; 'Experimental'; 'Composed Music'; 'Chamber Music'],Chamber Music
059779.mp3,Jared C. Balogh,Revitalized Eyes,ENVISIONING SPRING IN DECEMBER,['Avant-Garde'; 'Jazz'; 'Classical'; 'Experimental'; 'Composed Music'; 'Chamber Music'],Chamber Music
014489.mp3,Unmen,Live at WFMU on Pat Duncan's Show 6/4/2009,Endless / Reason Enough,['Thrash'],Thrash
014490.mp3,Unmen,Live at WFMU on Pat Duncan's Show 6/4/2009,Pest Control,['Thrash'],Thrash
014491.mp3,Unmen,Live at WFMU on Pat Duncan's Show 6/4/2009,Sword Swallower,['Thrash'],Thrash
014492.mp3,Unmen,Live at WFMU on Pat Duncan's Show 6/4/2009,Wishful Thinking / Sketches,['Thrash'],Thrash
014493.mp3,Unmen,Live at WFMU on Pat Duncan's Show 6/4/2009,Joe Horn,['Thrash'],Thrash
029773.mp3,Zun Zun Egui,Live at ISSUE 3/15/10,Brown Mao,['International'; 'Post-Punk'; 'Thrash'],Thrash
029774.mp3,Zun Zun Egui,Live at ISSUE 3/15/10,Chunk and Swirl,['International'; 'Post-Punk'; 'Thrash'],Thrash
036408.mp3,Sibyll Kalff,A Little Anthological Compilation,Spinn Spinn All Around (lyrics by Tristan Wolksi),['Indie-Rock'; 'Sound Poetry'; 'Poetry'; 'Thrash'],Thrash
036409.mp3,Sibyll Kalff,A Little Anthological Compilation,Haiku American (lyrics by Robert Mitchell),['Indie-Rock'; 'Sound Poetry'; 'Poetry'; 'Thrash'],Thrash
036410.mp3,Sibyll Kalff,A Little Anthological Compilation,North Country,['Indie-Rock'; 'Sound Poetry'; 'Poetry'; 'Thrash'],Thrash
036411.mp3,Sibyll Kalff,A Little Anthological Compilation,Starbucker Star,['Indie-Rock'; 'Sound Poetry'; 'Poetry'; 'Thrash'],Thrash
036416.mp3,Sibyll Kalff,A Little Anthological Compilation,Horizon (lyrics by Robert Mitchell),['Indie-Rock'; 'Sound Poetry'; 'Poetry'; 'Thrash'],Thrash
036417.mp3,Sibyll Kalff,A Little Anthological Compilation,Talk in your Sleep,['Indie-Rock'; 'Sound Poetry'; 'Poetry'; 'Thrash'],Thrash
036418.mp3,Sibyll Kalff,A Little Anthological Compilation,Ding Dong Damn,['Indie-Rock'; 'Sound Poetry'; 'Poetry'; 'Thrash'],Thrash
036421.mp3,Sibyll Kalff,A Little Anthological Compilation,A Little Innocence (Inspired by E.E. Cummings),['Indie-Rock'; 'Sound Poetry'; 'Poetry'; 'Thrash'],Thrash
036422.mp3,Sibyll Kalff,A Little Anthological Compilation,Uneasy and Discontent (lyrics by Robert Mitchell),['Indie-Rock'; 'Sound Poetry'; 'Poetry'; 'Thrash'],Thrash
036423.mp3,Sibyll Kalff,A Little Anthological Compilation,Toons,['Indie-Rock'; 'Sound Poetry'; 'Poetry'; 'Thrash'],Thrash
036424.mp3,Sibyll Kalff,A Little Anthological Compilation,The End (lyrics by Robert Mitchell),['Indie-Rock'; 'Sound Poetry'; 'Poetry'; 'Thrash'],Thrash
036425.mp3,Sibyll Kalff,A Little Anthological Compilation,Dream and Inference (lyrics by Robert Mitchell),['Indie-Rock'; 'Sound Poetry'; 'Poetry'; 'Thrash'],Thrash
037587.mp3,The Communion,Live on WFMU's My Castle of Quiet; 10.8.10,Funeral Home Marionettes,['Hardcore'; 'Black-Metal'; 'Thrash'],Thrash
006861.mp3,Valerie Webber,Valerie Webber Live at WFMU on Dan Bodah's Show on 8/17/2008 w/ MVEE,Blackberry Summer,['Folk'; 'Spoken Word'],Spoken Word
006862.mp3,Valerie Webber,Valerie Webber Live at WFMU on Dan Bodah's Show on 8/17/2008 w/ MVEE,Actions,['Folk'; 'Spoken Word'],Spoken Word
006863.mp3,Valerie Webber,Valerie Webber Live at WFMU on Dan Bodah's Show on 8/17/2008 w/ MVEE,Gallop,['Folk'; 'Spoken Word'],Spoken Word
015312.mp3,Knyaz Mishkin,Na Kuccyu,Part 1,['Jazz'; 'Spoken Word'],Spoken Word
015313.mp3,Knyaz Mishkin,Na Kuccyu,Part 2,['Jazz'; 'Spoken Word'],Spoken Word
015314.mp3,Knyaz Mishkin,Na Kuccyu,Part 3,['Jazz'; 'Spoken Word'],Spoken Word
015315.mp3,Knyaz Mishkin,Na Kuccyu,Part 4,['Jazz'; 'Spoken Word'],Spoken Word
015316.mp3,Knyaz Mishkin,Na Kuccyu,Part 5,['Jazz'; 'Spoken Word'],Spoken Word
015317.mp3,Knyaz Mishkin,Na Kuccyu,Part 6,['Jazz'; 'Spoken Word'],Spoken Word
015318.mp3,Knyaz Mishkin,Na Kuccyu,Part 7,['Jazz'; 'Spoken Word'],Spoken Word
030724.mp3,Knyaz Mishkin,myshki-narushki,Into each house,['Jazz'; 'Spoken Word'],Spoken Word
030726.mp3,Knyaz Mishkin,myshki-narushki,Myshkin in the poets,['Jazz'; 'Spoken Word'],Spoken Word
052736.mp3,Dorota Czerner,Caves,Caves,['Sound Poetry'; 'Spoken Word'; 'Contemporary Classical'],Spoken Word
054145.mp3,Opul,Provocateur,Provocateur (feat. JL Williams),['Electronic'; 'Spoken Word'],Spoken Word
054146.mp3,Opul,Provocateur,Provocateur (KEDA mix),['Electronic'; 'Spoken Word'],Spoken Word
054147.mp3,Opul,Provocateur,Provocateur (Ricochet mix),['Electronic'; 'Spoken Word'],Spoken Word
054148.mp3,Opul,Provocateur,Rue Eyeass,['Electronic'; 'Spoken Word'],Spoken Word
087709.mp3,Trans Atlantic Rage,Hobo Jazz: Volume 3,HOBO JLIMMY NEEDS PILLS AND BEANS,['Avant-Garde'; 'Jazz'; 'Electronic'; 'Experimental'; 'Spoken Word'],Spoken Word
087710.mp3,Trans Atlantic Rage,Hobo Jazz: Volume 3,FEET STINKIN' FRONT OF BAR BEGGIN',['Avant-Garde'; 'Jazz'; 'Electronic'; 'Experimental'; 'Spoken Word'],Spoken Word
087711.mp3,Trans Atlantic Rage,Hobo Jazz: Volume 3,HOBOS HAVE IT ROUGH BUT THEY ARE TOUGH,['Avant-Garde'; 'Jazz'; 'Electronic'; 'Experimental'; 'Spoken Word'],Spoken Word
004535.mp3,Br'er,Christmas Comp,I Might Be A Jew But I Still Love You For Christmas,['Easy Listening'; 'Holiday'],Easy Listening
014664.mp3,Curt Smith,Halfway; Pleased,Halfway Pleased,['Pop'; 'Easy Listening'],Easy Listening
030420.mp3,Tortue Super Sonic,Neogrotesque,Legit,['Easy Listening'; 'Electronic'; 'Ambient Electronic'; 'Drone'; 'IDM'; 'Trip-Hop'; 'Dance'],Easy Listening
030421.mp3,Tortue Super Sonic,Neogrotesque,Mister S,['Easy Listening'; 'Electronic'; 'Ambient Electronic'; 'Drone'; 'IDM'; 'Trip-Hop'; 'Dance'],Easy Listening
030422.mp3,Tortue Super Sonic,Neogrotesque,D 1.2,['Easy Listening'; 'Electronic'; 'Ambient Electronic'; 'Drone'; 'IDM'; 'Trip-Hop'; 'Dance'],Easy Listening
030423.mp3,Tortue Super Sonic,Neogrotesque,W,['Easy Listening'; 'Electronic'; 'Ambient Electronic'; 'Drone'; 'IDM'; 'Trip-Hop'; 'Dance'],Easy Listening
030424.mp3,Tortue Super Sonic,Neogrotesque,Neogrotesque,['Easy Listening'; 'Electronic'; 'Ambient Electronic'; 'Drone'; 'IDM'; 'Trip-Hop'; 'Dance'],Easy Listening
030425.mp3,Tortue Super Sonic,Neogrotesque,Gli,['Easy Listening'; 'Electronic'; 'Ambient Electronic'; 'Drone'; 'IDM'; 'Trip-Hop'; 'Dance'],Easy Listening
030426.mp3,Tortue Super Sonic,Neogrotesque,Start Now,['Easy Listening'; 'Electronic'; 'Ambient Electronic'; 'Drone'; 'IDM'; 'Trip-Hop'; 'Dance'],Easy Listening
030427.mp3,Tortue Super Sonic,Neogrotesque,X,['Easy Listening'; 'Electronic'; 'Ambient Electronic'; 'Drone'; 'IDM'; 'Trip-Hop'; 'Dance'],Easy Listening
